DATE_0,VWAP_CHANGE_0,DATE_0-remapped,Lag_VWAP_CHANGE_0-1,Lag_VWAP_CHANGE_0-2,Lag_VWAP_CHANGE_0-3,Lag_VWAP_CHANGE_0-4,Lag_VWAP_CHANGE_0-5,Lag_VWAP_CHANGE_0-6,Lag_VWAP_CHANGE_0-7,Lag_VWAP_CHANGE_0-8,Lag_VWAP_CHANGE_0-9,Lag_VWAP_CHANGE_0-10,Lag_VWAP_CHANGE_0-11,Lag_VWAP_CHANGE_0-12,DATE_0-remapped^2,DATE_0-remapped^3,DATE_0-remapped*Lag_VWAP_CHANGE_0-1,DATE_0-remapped*Lag_VWAP_CHANGE_0-2,DATE_0-remapped*Lag_VWAP_CHANGE_0-3,DATE_0-remapped*Lag_VWAP_CHANGE_0-4,DATE_0-remapped*Lag_VWAP_CHANGE_0-5,DATE_0-remapped*Lag_VWAP_CHANGE_0-6,DATE_0-remapped*Lag_VWAP_CHANGE_0-7,DATE_0-remapped*Lag_VWAP_CHANGE_0-8,DATE_0-remapped*Lag_VWAP_CHANGE_0-9,DATE_0-remapped*Lag_VWAP_CHANGE_0-10,DATE_0-remapped*Lag_VWAP_CHANGE_0-11,DATE_0-remapped*Lag_VWAP_CHANGE_0-12
06/16/11,-0.006971,164,0.001492,0.004278,-0.004652,0.002365,-0.008543,-0.012399,0.002506,-0.010512,-0.012237,0.00022,0.010779,-0.008845,26896,4410944,0.244735,0.701525,-0.762874,0.38782,-1.401006,-2.033513,0.410974,-1.724021,-2.006897,0.036038,1.767793,-1.450525
06/17/11,-0.0145,165,-0.006971,0.001492,0.004278,-0.004652,0.002365,-0.008543,-0.012399,0.002506,-0.010512,-0.012237,0.00022,0.010779,27225,4492125,-1.150215,0.246227,0.705802,-0.767526,0.390185,-1.409549,-2.045912,0.41348,-1.734533,-2.019134,0.036258,1.778572
06/18/11,-0.000745,166,-0.0145,-0.006971,0.001492,0.004278,-0.004652,0.002365,-0.008543,-0.012399,0.002506,-0.010512,-0.012237,0.00022,27556,4574296,-2.406948,-1.157186,0.247719,0.71008,-0.772178,0.39255,-1.418091,-2.058312,0.415986,-1.745046,-2.031371,0.036478
06/19/11,-0.005631,167,-0.000745,-0.0145,-0.006971,0.001492,0.004278,-0.004652,0.002365,-0.008543,-0.012399,0.002506,-0.010512,-0.012237,27889,4657463,-0.124463,-2.421448,-1.164157,0.249212,0.714358,-0.776829,0.394915,-1.426634,-2.070711,0.418492,-1.755558,-2.043609
06/20/11,0.003156,168,-0.005631,-0.000745,-0.0145,-0.006971,0.001492,0.004278,-0.004652,0.002365,-0.008543,-0.012399,0.002506,-0.010512,28224,4741632,-0.946022,-0.125209,-2.435948,-1.171128,0.250704,0.718635,-0.781481,0.397279,-1.435177,-2.08311,0.420998,-1.76607
06/21/11,-0.002543,169,0.003156,-0.005631,-0.000745,-0.0145,-0.006971,0.001492,0.004278,-0.004652,0.002365,-0.008543,-0.012399,0.002506,28561,4826809,0.533391,-0.951653,-0.125954,-2.450447,-1.178099,0.252196,0.722913,-0.786133,0.399644,-1.443719,-2.09551,0.423504
06/22/11,-0.004207,170,-0.002543,0.003156,-0.005631,-0.000745,-0.0145,-0.006971,0.001492,0.004278,-0.004652,0.002365,-0.008543,-0.012399,28900,4913000,-0.43233,0.536547,-0.957284,-0.126699,-2.464947,-1.18507,0.253689,0.72719,-0.790784,0.402009,-1.452262,-2.107909
06/23/11,0.006402,171,-0.004207,-0.002543,0.003156,-0.005631,-0.000745,-0.0145,-0.006971,0.001492,0.004278,-0.004652,0.002365,-0.008543,29241,5000211,-0.719478,-0.434873,0.539703,-0.962915,-0.127444,-2.479447,-1.192041,0.255181,0.731468,-0.795436,0.404374,-1.460805
06/24/11,0.013105,172,0.006402,-0.004207,-0.002543,0.003156,-0.005631,-0.000745,-0.0145,-0.006971,0.001492,0.004278,-0.004652,0.002365,29584,5088448,1.101086,-0.723686,-0.437416,0.542859,-0.968546,-0.12819,-2.493946,-1.199012,0.256673,0.735745,-0.800088,0.406739
06/25/11,0.008835,173,0.013105,0.006402,-0.004207,-0.002543,0.003156,-0.005631,-0.000745,-0.0145,-0.006971,0.001492,0.004278,-0.004652,29929,5177717,2.267137,1.107488,-0.727893,-0.439959,0.546015,-0.974178,-0.128935,-2.508446,-1.205983,0.258165,0.740023,-0.804739
06/26/11,-0.001835,174,0.008835,0.013105,0.006402,-0.004207,-0.002543,0.003156,-0.005631,-0.000745,-0.0145,-0.006971,0.001492,0.004278,30276,5268024,1.5373,2.280242,1.11389,-0.7321,-0.442502,0.549171,-0.979809,-0.12968,-2.522946,-1.212954,0.259658,0.744301
06/27/11,-0.010147,175,-0.001835,0.008835,0.013105,0.006402,-0.004207,-0.002543,0.003156,-0.005631,-0.000745,-0.0145,-0.006971,0.001492,30625,5359375,-0.321046,1.546135,2.293347,1.120291,-0.736308,-0.445045,0.552328,-0.98544,-0.130426,-2.537446,-1.219925,0.26115
06/28/11,0.00683,176,-0.010147,-0.001835,0.008835,0.013105,0.006402,-0.004207,-0.002543,0.003156,-0.005631,-0.000745,-0.0145,-0.006971,30976,5451776,-1.785931,-0.32288,1.55497,2.306452,1.126693,-0.740515,-0.447588,0.555484,-0.991071,-0.131171,-2.551945,-1.226896
06/29/11,0.007141,177,0.00683,-0.010147,-0.001835,0.008835,0.013105,0.006402,-0.004207,-0.002543,0.003156,-0.005631,-0.000745,-0.0145,31329,5545233,1.208994,-1.796078,-0.324715,1.563805,2.319557,1.133095,-0.744723,-0.450132,0.55864,-0.996702,-0.131916,-2.566445
06/30/11,0.014841,178,0.007141,0.00683,-0.010147,-0.001835,0.008835,0.013105,0.006402,-0.004207,-0.002543,0.003156,-0.005631,-0.000745,31684,5639752,1.271064,1.215824,-1.806226,-0.32655,1.57264,2.332662,1.139496,-0.74893,-0.452675,0.561796,-1.002333,-0.132661
07/01/11,0.002495,179,0.014841,0.007141,0.00683,-0.010147,-0.001835,0.008835,0.013105,0.006402,-0.004207,-0.002543,0.003156,-0.005631,32041,5735339,2.656453,1.278205,1.222655,-1.816373,-0.328384,1.581475,2.345766,1.145898,-0.753138,-0.455218,0.564952,-1.007964
07/02/11,0.016032,180,0.002495,0.014841,0.007141,0.00683,-0.010147,-0.001835,0.008835,0.013105,0.006402,-0.004207,-0.002543,0.003156,32400,5832000,0.449037,2.671294,1.285346,1.229485,-1.82652,-0.330219,1.590311,2.358871,1.1523,-0.757345,-0.457761,0.568108
07/03/11,-0.004573,181,0.016032,0.002495,0.014841,0.007141,0.00683,-0.010147,-0.001835,0.008835,0.013105,0.006402,-0.004207,-0.002543,32761,5929741,2.901712,0.451532,2.686134,1.292487,1.236316,-1.836668,-0.332053,1.599146,2.371976,1.158701,-0.761553,-0.460304
07/04/11,-0.001249,182,-0.004573,0.016032,0.002495,0.014841,0.007141,0.00683,-0.010147,-0.001835,0.008835,0.013105,0.006402,-0.004207,33124,6028568,-0.83222,2.917744,0.454027,2.700975,1.299627,1.243146,-1.846815,-0.333888,1.607981,2.385081,1.165103,-0.76576
07/05/11,0.004695,183,-0.001249,-0.004573,0.016032,0.002495,0.014841,0.007141,0.00683,-0.010147,-0.001835,0.008835,0.013105,0.006402,33489,6128487,-0.228488,-0.836793,2.933775,0.456521,2.715815,1.306768,1.249977,-1.856962,-0.335722,1.616816,2.398186,1.171505
07/06/11,0.010386,184,0.004695,-0.001249,-0.004573,0.016032,0.002495,0.014841,0.007141,0.00683,-0.010147,-0.001835,0.008835,0.013105,33856,6229504,0.863867,-0.229737,-0.841365,2.949807,0.459016,2.730656,1.313909,1.256807,-1.86711,-0.337557,1.625651,2.411291
07/07/11,-0.002064,185,0.010386,0.004695,-0.001249,-0.004573,0.016032,0.002495,0.014841,0.007141,0.00683,-0.010147,-0.001835,0.008835,34225,6331625,1.921344,0.868562,-0.230985,-0.845938,2.965839,0.461511,2.745497,1.32105,1.263638,-1.877257,-0.339391,1.634486
07/08/11,-0.0035,186,-0.002064,0.010386,0.004695,-0.001249,-0.004573,0.016032,0.002495,0.014841,0.007141,0.00683,-0.010147,-0.001835,34596,6434856,-0.383883,1.93173,0.873257,-0.232234,-0.850511,2.98187,0.464005,2.760337,1.328191,1.270468,-1.887404,-0.341226
07/09/11,-0.004643,187,-0.0035,-0.002064,0.010386,0.004695,-0.001249,-0.004573,0.016032,0.002495,0.014841,0.007141,0.00683,-0.010147,34969,6539203,-0.65456,-0.385947,1.942115,0.877952,-0.233482,-0.855083,2.997902,0.4665,2.775178,1.335331,1.277299,-1.897552
07/10/11,-0.006782,188,-0.004643,-0.0035,-0.002064,0.010386,0.004695,-0.001249,-0.004573,0.016032,0.002495,0.014841,0.007141,0.00683,35344,6644672,-0.872894,-0.658061,-0.38801,1.952501,0.882647,-0.234731,-0.859656,3.013933,0.468995,2.790018,1.342472,1.284129
07/11/11,-0.011494,189,-0.006782,-0.004643,-0.0035,-0.002064,0.010386,0.004695,-0.001249,-0.004573,0.016032,0.002495,0.014841,0.007141,35721,6751269,-1.28173,-0.877538,-0.661561,-0.390074,1.962886,0.887342,-0.23598,-0.864228,3.029965,0.471489,2.804859,1.349613
07/12/11,-0.007543,190,-0.011494,-0.006782,-0.004643,-0.0035,-0.002064,0.010386,0.004695,-0.001249,-0.004573,0.016032,0.002495,0.014841,36100,6859000,-2.183815,-1.288512,-0.882181,-0.665061,-0.392138,1.973272,0.892036,-0.237228,-0.868801,3.045996,0.473984,2.819699
07/13/11,0.000513,191,-0.007543,-0.011494,-0.006782,-0.004643,-0.0035,-0.002064,0.010386,0.004695,-0.001249,-0.004573,0.016032,0.002495,36481,6967871,-1.440658,-2.195309,-1.295294,-0.886824,-0.668562,-0.394202,1.983658,0.896731,-0.238477,-0.873374,3.062028,0.476479
07/14/11,-0.002693,192,0.000513,-0.007543,-0.011494,-0.006782,-0.004643,-0.0035,-0.002064,0.010386,0.004695,-0.001249,-0.004573,0.016032,36864,7077888,0.098475,-1.4482,-2.206802,-1.302075,-0.891467,-0.672062,-0.396266,1.994043,0.901426,-0.239725,-0.877946,3.078059
07/15/11,-0.014625,193,-0.002693,0.000513,-0.007543,-0.011494,-0.006782,-0.004643,-0.0035,-0.002064,0.010386,0.004695,-0.001249,-0.004573,37249,7189057,-0.519801,0.098987,-1.455743,-2.218296,-1.308857,-0.89611,-0.675562,-0.39833,2.004429,0.906121,-0.240974,-0.882519
07/16/11,-0.006746,194,-0.014625,-0.002693,0.000513,-0.007543,-0.011494,-0.006782,-0.004643,-0.0035,-0.002064,0.010386,0.004695,-0.001249,37636,7301384,-2.837211,-0.522494,0.0995,-1.463286,-2.22979,-1.315638,-0.900753,-0.679063,-0.400394,2.014815,0.910816,-0.242222
07/17/11,0.000746,195,-0.006746,-0.014625,-0.002693,0.000513,-0.007543,-0.011494,-0.006782,-0.004643,-0.0035,-0.002064,0.010386,0.004695,38025,7414875,-1.3155,-2.851836,-0.525188,0.100013,-1.470828,-2.241284,-1.32242,-0.905396,-0.682563,-0.402458,2.0252,0.915511
07/18/11,-0.010319,196,0.000746,-0.006746,-0.014625,-0.002693,0.000513,-0.007543,-0.011494,-0.006782,-0.004643,-0.0035,-0.002064,0.010386,38416,7529536,0.146241,-1.322246,-2.866461,-0.527881,0.100526,-1.478371,-2.252777,-1.329202,-0.910039,-0.686063,-0.404522,2.035586
07/19/11,-0.0005,197,-0.010319,0.000746,-0.006746,-0.014625,-0.002693,0.000513,-0.007543,-0.011494,-0.006782,-0.004643,-0.0035,-0.002064,38809,7645373,-2.032775,0.146987,-1.328992,-2.881086,-0.530574,0.101039,-1.485914,-2.264271,-1.335983,-0.914682,-0.689563,-0.406585
07/20/11,0.007135,198,-0.0005,-0.010319,0.000746,-0.006746,-0.014625,-0.002693,0.000513,-0.007543,-0.011494,-0.006782,-0.004643,-0.0035,39204,7762392,-0.099057,-2.043093,0.147734,-1.335738,-2.89571,-0.533267,0.101552,-1.493457,-2.275765,-1.342765,-0.919325,-0.693064
07/21/11,-0.00187,199,0.007135,-0.0005,-0.010319,0.000746,-0.006746,-0.014625,-0.002693,0.000513,-0.007543,-0.011494,-0.006782,-0.004643,39601,7880599,1.41989,-0.099557,-2.053412,0.14848,-1.342484,-2.910335,-0.535961,0.102065,-1.500999,-2.287259,-1.349547,-0.923968
07/22/11,-0.003425,200,-0.00187,0.007135,-0.0005,-0.010319,0.000746,-0.006746,-0.014625,-0.002693,0.000513,-0.007543,-0.011494,-0.006782,40000,8000000,-0.374083,1.427025,-0.100058,-2.06373,0.149226,-1.34923,-2.92496,-0.538654,0.102578,-1.508542,-2.298753,-1.356328
07/23/11,-0.007749,201,-0.003425,-0.00187,0.007135,-0.0005,-0.010319,0.000746,-0.006746,-0.014625,-0.002693,0.000513,-0.007543,-0.011494,40401,8120601,-0.688517,-0.375953,1.434161,-0.100558,-2.074049,0.149972,-1.355977,-2.939585,-0.541347,0.103091,-1.516085,-2.310246
07/24/11,0.001844,202,-0.007749,-0.003425,-0.00187,0.007135,-0.0005,-0.010319,0.000746,-0.006746,-0.014625,-0.002693,0.000513,-0.007543,40804,8242408,-1.565365,-0.691943,-0.377824,1.441296,-0.101058,-2.084368,0.150718,-1.362723,-2.95421,-0.544041,0.103603,-1.523627
07/25/11,0.007479,203,0.001844,-0.007749,-0.003425,-0.00187,0.007135,-0.0005,-0.010319,0.000746,-0.006746,-0.014625,-0.002693,0.000513,41209,8365427,0.3744,-1.573114,-0.695368,-0.379694,1.448431,-0.101559,-2.094686,0.151464,-1.369469,-2.968834,-0.546734,0.104116
07/26/11,-0.004417,204,0.007479,0.001844,-0.007749,-0.003425,-0.00187,0.007135,-0.0005,-0.010319,0.000746,-0.006746,-0.014625,-0.002693,41616,8489664,1.525766,0.376244,-1.580863,-0.698794,-0.381564,1.455566,-0.102059,-2.105005,0.15221,-1.376215,-2.983459,-0.549427
07/27/11,-0.008949,205,-0.004417,0.007479,0.001844,-0.007749,-0.003425,-0.00187,0.007135,-0.0005,-0.010319,0.000746,-0.006746,-0.014625,42025,8615125,-0.905422,1.533246,0.378089,-1.588613,-0.702219,-0.383435,1.462701,-0.102559,-2.115324,0.152957,-1.382961,-2.998084
07/28/11,0.001934,206,-0.008949,-0.004417,0.007479,0.001844,-0.007749,-0.003425,-0.00187,0.007135,-0.0005,-0.010319,0.000746,-0.006746,42436,8741816,-1.843538,-0.909839,1.540725,0.379933,-1.596362,-0.705645,-0.385305,1.469836,-0.103059,-2.125642,0.153703,-1.389707
07/29/11,-0.01678,207,0.001934,-0.008949,-0.004417,0.007479,0.001844,-0.007749,-0.003425,-0.00187,0.007135,-0.0005,-0.010319,0.000746,42849,8869743,0.400439,-1.852487,-0.914256,1.548204,0.381777,-1.604111,-0.70907,-0.387176,1.476971,-0.10356,-2.135961,0.154449
07/30/11,-0.006522,208,-0.01678,0.001934,-0.008949,-0.004417,0.007479,0.001844,-0.007749,-0.003425,-0.00187,0.007135,-0.0005,-0.010319,43264,8998912,-3.490338,0.402373,-1.861436,-0.918672,1.555683,0.383622,-1.611861,-0.712496,-0.389046,1.484107,-0.10406,-2.14628
07/31/11,0.001162,209,-0.006522,-0.01678,0.001934,-0.008949,-0.004417,0.007479,0.001844,-0.007749,-0.003425,-0.00187,0.007135,-0.0005,43681,9129329,-1.363014,-3.507119,0.404308,-1.870385,-0.923089,1.563163,0.385466,-1.61961,-0.715921,-0.390916,1.491242,-0.10456
08/01/11,0.001271,210,0.001162,-0.006522,-0.01678,0.001934,-0.008949,-0.004417,0.007479,0.001844,-0.007749,-0.003425,-0.00187,0.007135,44100,9261000,0.244085,-1.369536,-3.523899,0.406242,-1.879335,-0.927506,1.570642,0.38731,-1.627359,-0.719346,-0.392787,1.498377
08/02/11,-0.02623,211,0.001271,0.001162,-0.006522,-0.01678,0.001934,-0.008949,-0.004417,0.007479,0.001844,-0.007749,-0.003425,-0.00187,44521,9393931,0.268259,0.245248,-1.376057,-3.54068,0.408176,-1.888284,-0.931922,1.578121,0.389155,-1.635109,-0.722772,-0.394657
08/03/11,-0.004604,212,-0.02623,0.001271,0.001162,-0.006522,-0.01678,0.001934,-0.008949,-0.004417,0.007479,0.001844,-0.007749,-0.003425,44944,9528128,-5.560662,0.269531,0.24641,-1.382579,-3.55746,0.410111,-1.897233,-0.936339,1.5856,0.390999,-1.642858,-0.726197
08/04/11,-0.009913,213,-0.004604,-0.02623,0.001271,0.001162,-0.006522,-0.01678,0.001934,-0.008949,-0.004417,0.007479,0.001844,-0.007749,45369,9663597,-0.98066,-5.586891,0.270802,0.247572,-1.3891,-3.57424,0.412045,-1.906182,-0.940756,1.59308,0.392843,-1.650607
08/05/11,0.004974,214,-0.009913,-0.004604,-0.02623,0.001271,0.001162,-0.006522,-0.01678,0.001934,-0.008949,-0.004417,0.007479,0.001844,45796,9800344,-2.121283,-0.985264,-5.613121,0.272074,0.248735,-1.395622,-3.591021,0.41398,-1.915131,-0.945172,1.600559,0.394688
08/06/11,0.013959,215,0.004974,-0.009913,-0.004604,-0.02623,0.001271,0.001162,-0.006522,-0.01678,0.001934,-0.008949,-0.004417,0.007479,46225,9938375,1.069517,-2.131196,-0.989868,-5.63935,0.273345,0.249897,-1.402144,-3.607801,0.415914,-1.924081,-0.949589,1.608038
08/07/11,0.004136,216,0.013959,0.004974,-0.009913,-0.004604,-0.02623,0.001271,0.001162,-0.006522,-0.01678,0.001934,-0.008949,-0.004417,46656,10077696,3.015105,1.074492,-2.141108,-0.994472,-5.66558,0.274616,0.251059,-1.408665,-3.624582,0.417849,-1.93303,-0.954006
08/08/11,0.003845,217,0.004136,0.013959,0.004974,-0.009913,-0.004604,-0.02623,0.001271,0.001162,-0.006522,-0.01678,0.001934,-0.008949,47089,10218313,0.897496,3.029064,1.079466,-2.151021,-0.999076,-5.69181,0.275888,0.252222,-1.415187,-3.641362,0.419783,-1.941979
08/09/11,0.006759,218,0.003845,0.004136,0.013959,0.004974,-0.009913,-0.004604,-0.02623,0.001271,0.001162,-0.006522,-0.01678,0.001934,47524,10360232,0.838216,0.901632,3.043023,1.084441,-2.160933,-1.00368,-5.718039,0.277159,0.253384,-1.421708,-3.658143,0.421718
08/10/11,-0.011222,219,0.006759,0.003845,0.004136,0.013959,0.004974,-0.009913,-0.004604,-0.02623,0.001271,0.001162,-0.006522,-0.01678,47961,10503459,1.480328,0.842061,0.905768,3.056982,1.089415,-2.170846,-1.008284,-5.744269,0.27843,0.254546,-1.42823,-3.674923
08/11/11,-0.003543,220,-0.011222,0.006759,0.003845,0.004136,0.013959,0.004974,-0.009913,-0.004604,-0.02623,0.001271,0.001162,-0.006522,48400,10648000,-2.468885,1.487087,0.845906,0.909903,3.07094,1.09439,-2.180759,-1.012888,-5.770498,0.279702,0.255709,-1.434752
08/12/11,-0.03972,221,-0.003543,-0.011222,0.006759,0.003845,0.004136,0.013959,0.004974,-0.009913,-0.004604,-0.02623,0.001271,0.001162,48841,10793861,-0.783056,-2.480107,1.493847,0.849751,0.914039,3.084899,1.099364,-2.190671,-1.017492,-5.796728,0.280973,0.256871
08/13/11,-0.002223,222,-0.03972,-0.003543,-0.011222,0.006759,0.003845,0.004136,0.013959,0.004974,-0.009913,-0.004604,-0.02623,0.001271,49284,10941048,-8.817779,-0.7866,-2.49133,1.500606,0.853596,0.918175,3.098858,1.104339,-2.200584,-1.022096,-5.822957,0.282245
08/14/11,-0.003484,223,-0.002223,-0.03972,-0.003543,-0.011222,0.006759,0.003845,0.004136,0.013959,0.004974,-0.009913,-0.004604,-0.02623,49729,11089567,-0.495769,-8.857499,-0.790143,-2.502552,1.507366,0.857441,0.922311,3.112817,1.109313,-2.210496,-1.0267,-5.849187
08/15/11,0.007546,224,-0.003484,-0.002223,-0.03972,-0.003543,-0.011222,0.006759,0.003845,0.004136,0.013959,0.004974,-0.009913,-0.004604,50176,11239424,-0.780387,-0.497993,-8.897219,-0.793686,-2.513774,1.514125,0.861286,0.926447,3.126776,1.114288,-2.220409,-1.031304
08/16/11,-0.001889,225,0.007546,-0.003484,-0.002223,-0.03972,-0.003543,-0.011222,0.006759,0.003845,0.004136,0.013959,0.004974,-0.009913,50625,11390625,1.697739,-0.783871,-0.500216,-8.936938,-0.797229,-2.524996,1.520885,0.865131,0.930583,3.140734,1.119262,-2.230321
08/17/11,0.003211,226,-0.001889,0.007546,-0.003484,-0.002223,-0.03972,-0.003543,-0.011222,0.006759,0.003845,0.004136,0.013959,0.004974,51076,11543176,-0.426987,1.705284,-0.787355,-0.502439,-8.976658,-0.800773,-2.536218,1.527644,0.868976,0.934719,3.154693,1.124237
08/18/11,0.002383,227,0.003211,-0.001889,0.007546,-0.003484,-0.002223,-0.03972,-0.003543,-0.011222,0.006759,0.003845,0.004136,0.013959,51529,11697083,0.728912,-0.428876,1.71283,-0.790839,-0.504662,-9.016378,-0.804316,-2.547441,1.534404,0.872821,0.938855,3.168652
08/19/11,-0.006392,228,0.002383,0.003211,-0.001889,0.007546,-0.003484,-0.002223,-0.03972,-0.003543,-0.011222,0.006759,0.003845,0.004136,51984,11852352,0.543232,0.732123,-0.430765,1.720375,-0.794322,-0.506885,-9.056097,-0.807859,-2.558663,1.541163,0.876666,0.942991
08/20/11,-0.019106,229,-0.006392,0.002383,0.003211,-0.001889,0.007546,-0.003484,-0.002223,-0.03972,-0.003543,-0.011222,0.006759,0.003845,52441,12008989,-1.463669,0.545615,0.735334,-0.432655,1.727921,-0.797806,-0.509109,-9.095817,-0.811402,-2.569885,1.547923,0.880511
08/21/11,-0.016432,230,-0.019106,-0.006392,0.002383,0.003211,-0.001889,0.007546,-0.003484,-0.002223,-0.03972,-0.003543,-0.011222,0.006759,52900,12167000,-4.394277,-1.470061,0.547997,0.738545,-0.434544,1.735466,-0.80129,-0.511332,-9.135537,-0.814946,-2.581107,1.554682
08/22/11,-0.010431,231,-0.016432,-0.019106,-0.006392,0.002383,0.003211,-0.001889,0.007546,-0.003484,-0.002223,-0.03972,-0.003543,-0.011222,53361,12326391,-3.795795,-4.413382,-1.476452,0.55038,0.741756,-0.436433,1.743012,-0.804774,-0.513555,-9.175257,-0.818489,-2.59233
08/23/11,-0.000156,232,-0.010431,-0.016432,-0.019106,-0.006392,0.002383,0.003211,-0.001889,0.007546,-0.003484,-0.002223,-0.03972,-0.003543,53824,12487168,-2.420024,-3.812227,-4.432488,-1.482844,0.552762,0.744967,-0.438323,1.750557,-0.808258,-0.515778,-9.214976,-0.822032
08/24/11,-0.009312,233,-0.000156,-0.010431,-0.016432,-0.019106,-0.006392,0.002383,0.003211,-0.001889,0.007546,-0.003484,-0.002223,-0.03972,54289,12649337,-0.036348,-2.430456,-3.828659,-4.451593,-1.489235,0.555145,0.748178,-0.440212,1.758103,-0.811742,-0.518001,-9.254696
08/25/11,0.012275,234,-0.009312,-0.000156,-0.010431,-0.016432,-0.019106,-0.006392,0.002383,0.003211,-0.001889,0.007546,-0.003484,-0.002223,54756,12812904,-2.17909,-0.036504,-2.440887,-3.845091,-4.470699,-1.495627,0.557528,0.751389,-0.442101,1.765648,-0.815226,-0.520224
08/26/11,-0.005538,235,0.012275,-0.009312,-0.000156,-0.010431,-0.016432,-0.019106,-0.006392,0.002383,0.003211,-0.001889,0.007546,-0.003484,55225,12977875,2.884574,-2.188402,-0.03666,-2.451318,-3.861523,-4.489804,-1.502018,0.55991,0.7546,-0.44399,1.773194,-0.81871
08/27/11,-0.000095,236,-0.005538,0.012275,-0.009312,-0.000156,-0.010431,-0.016432,-0.019106,-0.006392,0.002383,0.003211,-0.001889,0.007546,55696,13144256,-1.307075,2.896849,-2.197714,-0.036816,-2.461749,-3.877955,-4.50891,-1.50841,0.562293,0.757811,-0.44588,1.780739
08/28/11,-0.006568,237,-0.000095,-0.005538,0.012275,-0.009312,-0.000156,-0.010431,-0.016432,-0.019106,-0.006392,0.002383,0.003211,-0.001889,56169,13312053,-0.022406,-1.312613,2.909123,-2.207027,-0.036972,-2.47218,-3.894387,-4.528016,-1.514802,0.564675,0.761022,-0.447769
08/29/11,0.006844,238,-0.006568,-0.000095,-0.005538,0.012275,-0.009312,-0.000156,-0.010431,-0.016432,-0.019106,-0.006392,0.002383,0.003211,56644,13481272,-1.563213,-0.0225,-1.318151,2.921398,-2.216339,-0.037128,-2.482611,-3.910819,-4.547121,-1.521193,0.567058,0.764233
08/30/11,-0.008064,239,0.006844,-0.006568,-0.000095,-0.005538,0.012275,-0.009312,-0.000156,-0.010431,-0.016432,-0.019106,-0.006392,0.002383,57121,13651919,1.635691,-1.569781,-0.022595,-1.32369,2.933673,-2.225651,-0.037284,-2.493042,-3.927251,-4.566227,-1.527585,0.569441
08/31/11,-0.022305,240,-0.008064,0.006844,-0.006568,-0.000095,-0.005538,0.012275,-0.009312,-0.000156,-0.010431,-0.016432,-0.019106,-0.006392,57600,13824000,-1.935268,1.642535,-1.576349,-0.022689,-1.329228,2.945948,-2.234964,-0.03744,-2.503474,-3.943683,-4.585332,-1.533976
09/01/11,-0.001205,241,-0.022305,-0.008064,0.006844,-0.006568,-0.000095,-0.005538,0.012275,-0.009312,-0.000156,-0.010431,-0.016432,-0.019106,58081,13997521,-5.375468,-1.943331,1.649379,-1.582917,-0.022784,-1.334767,2.958223,-2.244276,-0.037596,-2.513905,-3.960115,-4.604438
09/02/11,-0.002886,242,-0.001205,-0.022305,-0.008064,0.006844,-0.006568,-0.000095,-0.005538,0.012275,-0.009312,-0.000156,-0.010431,-0.016432,58564,14172488,-0.291699,-5.397773,-1.951395,1.656223,-1.589486,-0.022878,-1.340305,2.970497,-2.253588,-0.037752,-2.524336,-3.976547
09/03/11,-0.002439,243,-0.002886,-0.001205,-0.022305,-0.008064,0.006844,-0.006568,-0.000095,-0.005538,0.012275,-0.009312,-0.000156,-0.010431,59049,14348907,-0.701248,-0.292904,-5.420078,-1.959459,1.663067,-1.596054,-0.022973,-1.345844,2.982772,-2.262901,-0.037908,-2.534767
09/04/11,0.01161,244,-0.002439,-0.002886,-0.001205,-0.022305,-0.008064,0.006844,-0.006568,-0.000095,-0.005538,0.012275,-0.009312,-0.000156,59536,14526784,-0.595168,-0.704134,-0.294109,-5.442383,-1.967522,1.669911,-1.602622,-0.023067,-1.351382,2.995047,-2.272213,-0.038064
09/05/11,0.011072,245,0.01161,-0.002439,-0.002886,-0.001205,-0.022305,-0.008064,0.006844,-0.006568,-0.000095,-0.005538,0.012275,-0.009312,60025,14706125,2.844494,-0.597607,-0.707019,-0.295315,-5.464687,-1.975586,1.676754,-1.60919,-0.023162,-1.356921,3.007322,-2.281526
09/06/11,0.009023,246,0.011072,0.01161,-0.002439,-0.002886,-0.001205,-0.022305,-0.008064,0.006844,-0.006568,-0.000095,-0.005538,0.012275,60516,14886936,2.723785,2.856104,-0.600046,-0.709905,-0.29652,-5.486992,-1.983649,1.683598,-1.615758,-0.023256,-1.362459,3.019596
09/07/11,0.001123,247,0.009023,0.011072,0.01161,-0.002439,-0.002886,-0.001205,-0.022305,-0.008064,0.006844,-0.006568,-0.000095,-0.005538,61009,15069223,2.228762,2.734857,2.867715,-0.602485,-0.712791,-0.297726,-5.509297,-1.991713,1.690442,-1.622326,-0.023351,-1.367997
09/08/11,0.008088,248,0.001123,0.009023,0.011072,0.01161,-0.002439,-0.002886,-0.001205,-0.022305,-0.008064,0.006844,-0.006568,-0.000095,61504,15252992,0.278446,2.237785,2.74593,2.879325,-0.604924,-0.715677,-0.298931,-5.531602,-1.999777,1.697286,-1.628894,-0.023446
09/09/11,-0.001241,249,0.008088,0.001123,0.009023,0.011072,0.01161,-0.002439,-0.002886,-0.001205,-0.022305,-0.008064,0.006844,-0.006568,62001,15438249,2.013817,0.279568,2.246808,2.757002,2.890935,-0.607364,-0.718563,-0.300136,-5.553907,-2.00784,1.70413,-1.635462
